"subject" "label" "activity" "measurement" "average"
25 5 "STANDING" "TimeDomain.GravityAcceleration-mean()-X" 0.9297947
25 5 "STANDING" "TimeDomain.GravityAcceleration-mean()-Y" -0.1593168
25 5 "STANDING" "TimeDomain.GravityAcceleration-mean()-Z" 0.2011821
25 5 "STANDING" "TimeDomain.GravityAcceleration-std()-X" -0.9931483
25 5 "STANDING" "TimeDomain.GravityAcceleration-std()-Y" -0.980643
25 5 "STANDING" "TimeDomain.GravityAcceleration-std()-Z" -0.9677926
25 5 "STANDING" "TimeDomain.GravityAccelerationMagnitude-mean()" -0.9726636
25 5 "STANDING" "TimeDomain.GravityAccelerationMagnitude-std()" -0.9680756
25 6 "LAYING" "FrequencyDomain.BodyAcceleration-mean()-X" -0.9291474
25 6 "LAYING" "FrequencyDomain.BodyAcceleration-mean()-Y" -0.7849458
25 6 "LAYING" "FrequencyDomain.BodyAcceleration-mean()-Z" -0.816198
25 6 "LAYING" "FrequencyDomain.BodyAcceleration-std()-X" -0.9025477
25 6 "LAYING" "FrequencyDomain.BodyAcceleration-std()-Y" -0.6723843
25 6 "LAYING" "FrequencyDomain.BodyAcceleration-std()-Z" -0.6941004
25 6 "LAYING" "FrequencyDomain.BodyAccelerationJerk-mean()-X" -0.9728591
25 6 "LAYING" "FrequencyDomain.BodyAccelerationJerk-mean()-Y" -0.946802
25 6 "LAYING" "FrequencyDomain.BodyAccelerationJerk-mean()-Z" -0.9626327
25 6 "LAYING" "FrequencyDomain.BodyAccelerationJerk-std()-X" -0.976424
25 6 "LAYING" "FrequencyDomain.BodyAccelerationJerk-std()-Y" -0.9484143
25 6 "LAYING" "FrequencyDomain.BodyAccelerationJerk-std()-Z" -0.9718854
25 6 "LAYING" "FrequencyDomain.BodyAccelerationMagnitude-mean()" -0.7744819
25 6 "LAYING" "FrequencyDomain.BodyAccelerationMagnitude-std()" -0.6513532
25 6 "LAYING" "FrequencyDomain.BodyAngularSpeed-mean()-X" -0.8905175
25 6 "LAYING" "FrequencyDomain.BodyAngularSpeed-mean()-Y" -0.9462596
25 6 "LAYING" "FrequencyDomain.BodyAngularSpeed-mean()-Z" -0.9245369
25 6 "LAYING" "FrequencyDomain.BodyAngularSpeed-std()-X" -0.8913081
25 6 "LAYING" "FrequencyDomain.BodyAngularSpeed-std()-Y" -0.9322933
25 6 "LAYING" "FrequencyDomain.BodyAngularSpeed-std()-Z" -0.9154675
25 6 "LAYING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-mean()" -0.9600831
25 6 "LAYING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-std()" -0.9636012
25 6 "LAYING" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-mean()" -0.9682516
25 6 "LAYING" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-std()" -0.9704579
25 6 "LAYING" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-mean()" -0.910127
25 6 "LAYING" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-std()" -0.8506613
25 6 "LAYING" "TimeDomain.BodyAcceleration-mean()-X" 0.2507918
25 6 "LAYING" "TimeDomain.BodyAcceleration-mean()-Y" -0.01889437
25 6 "LAYING" "TimeDomain.BodyAcceleration-mean()-Z" -0.1004288
25 6 "LAYING" "TimeDomain.BodyAcceleration-std()-X" -0.9091165
25 6 "LAYING" "TimeDomain.BodyAcceleration-std()-Y" -0.6917707
25 6 "LAYING" "TimeDomain.BodyAcceleration-std()-Z" -0.717262
25 6 "LAYING" "TimeDomain.BodyAccelerationJerk-mean()-X" 0.08790717
25 6 "LAYING" "TimeDomain.BodyAccelerationJerk-mean()-Y" 0.02846193
25 6 "LAYING" "TimeDomain.BodyAccelerationJerk-mean()-Z" -0.03071794
25 6 "LAYING" "TimeDomain.BodyAccelerationJerk-std()-X" -0.9733234
25 6 "LAYING" "TimeDomain.BodyAccelerationJerk-std()-Y" -0.9456872
25 6 "LAYING" "TimeDomain.BodyAccelerationJerk-std()-Z" -0.9678355
25 6 "LAYING" "TimeDomain.BodyAccelerationJerkMagnitude-mean()" -0.9621614
25 6 "LAYING" "TimeDomain.BodyAccelerationJerkMagnitude-std()" -0.9619316
25 6 "LAYING" "TimeDomain.BodyAccelerationMagnitude-mean()" -0.5604778
25 6 "LAYING" "TimeDomain.BodyAccelerationMagnitude-std()" -0.6492548
25 6 "LAYING" "TimeDomain.BodyAngularAcceleration-mean()-X" -0.101647
25 6 "LAYING" "TimeDomain.BodyAngularAcceleration-mean()-Y" -0.04267189
25 6 "LAYING" "TimeDomain.BodyAngularAcceleration-mean()-Z" -0.05969221
25 6 "LAYING" "TimeDomain.BodyAngularAcceleration-std()-X" -0.9573811
25 6 "LAYING" "TimeDomain.BodyAngularAcceleration-std()-Y" -0.9715643
25 6 "LAYING" "TimeDomain.BodyAngularAcceleration-std()-Z" -0.9742423
25 6 "LAYING" "TimeDomain.BodyAngularAccelerationMagnitude-mean()" -0.9697833
25 6 "LAYING" "TimeDomain.BodyAngularAccelerationMagnitude-std()" -0.9683095
25 6 "LAYING" "TimeDomain.BodyAngularSpeed-mean()-X" 0.003727235
25 6 "LAYING" "TimeDomain.BodyAngularSpeed-mean()-Y" -0.07164017
25 6 "LAYING" "TimeDomain.BodyAngularSpeed-mean()-Z" 0.1397187
25 6 "LAYING" "TimeDomain.BodyAngularSpeed-std()-X" -0.8897696
25 6 "LAYING" "TimeDomain.BodyAngularSpeed-std()-Y" -0.9366308
25 6 "LAYING" "TimeDomain.BodyAngularSpeed-std()-Z" -0.910928
25 6 "LAYING" "TimeDomain.BodyAngularSpeedMagnitude-mean()" -0.8096885
25 6 "LAYING" "TimeDomain.BodyAngularSpeedMagnitude-std()" -0.8560174
25 6 "LAYING" "TimeDomain.GravityAcceleration-mean()-X" -0.4611025
25 6 "LAYING" "TimeDomain.GravityAcceleration-mean()-Y" 0.6206589
25 6 "LAYING" "TimeDomain.GravityAcceleration-mean()-Z" 0.5263538
25 6 "LAYING" "TimeDomain.GravityAcceleration-std()-X" -0.8295549
25 6 "LAYING" "TimeDomain.GravityAcceleration-std()-Y" -0.6435784
25 6 "LAYING" "TimeDomain.GravityAcceleration-std()-Z" -0.6101612
25 6 "LAYING" "TimeDomain.GravityAccelerationMagnitude-mean()" -0.5604778
25 6 "LAYING" "TimeDomain.GravityAccelerationMagnitude-std()" -0.6492548
26 1 "WALKING" "FrequencyDomain.BodyAcceleration-mean()-X" -0.3219595
26 1 "WALKING" "FrequencyDomain.BodyAcceleration-mean()-Y" -0.1467022
26 1 "WALKING" "FrequencyDomain.BodyAcceleration-mean()-Z" -0.3395396
26 1 "WALKING" "FrequencyDomain.BodyAcceleration-std()-X" -0.3479979
26 1 "WALKING" "FrequencyDomain.BodyAcceleration-std()-Y" -0.1857258
26 1 "WALKING" "FrequencyDomain.BodyAcceleration-std()-Z" -0.3844453
26 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-mean()-X" -0.3642268
26 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-mean()-Y" -0.298532
26 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-mean()-Z" -0.3986732
26 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-std()-X" -0.351066
26 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-std()-Y" -0.2719522
26 1 "WALKING" "FrequencyDomain.BodyAccelerationJerk-std()-Z" -0.3965304
26 1 "WALKING" "FrequencyDomain.BodyAccelerationMagnitude-mean()" -0.3798367
26 1 "WALKING" "FrequencyDomain.BodyAccelerationMagnitude-std()" -0.537184
26 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-mean()-X" -0.3681129
26 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-mean()-Y" -0.5618278
26 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-mean()-Z" -0.3185168
26 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-std()-X" -0.5329996
26 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-std()-Y" -0.5879396
26 1 "WALKING" "FrequencyDomain.BodyAngularSpeed-std()-Z" -0.4262321
26 1 "WALKING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-mean()" -0.2933583
26 1 "WALKING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-std()" -0.2689485
26 1 "WALKING" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-mean()" -0.619461
26 1 "WALKING" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-std()" -0.6129303
26 1 "WALKING" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-mean()" -0.5519276
26 1 "WALKING" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-std()" -0.6094662
26 1 "WALKING" "TimeDomain.BodyAcceleration-mean()-X" 0.2792644
26 1 "WALKING" "TimeDomain.BodyAcceleration-mean()-Y" -0.01542596
26 1 "WALKING" "TimeDomain.BodyAcceleration-mean()-Z" -0.108927
26 1 "WALKING" "TimeDomain.BodyAcceleration-std()-X" -0.3401855
26 1 "WALKING" "TimeDomain.BodyAcceleration-std()-Y" -0.1363514
26 1 "WALKING" "TimeDomain.BodyAcceleration-std()-Z" -0.3334865
26 1 "WALKING" "TimeDomain.BodyAccelerationJerk-mean()-X" 0.06523037
26 1 "WALKING" "TimeDomain.BodyAccelerationJerk-mean()-Y" 0.01967121
26 1 "WALKING" "TimeDomain.BodyAccelerationJerk-mean()-Z" -0.006183058
26 1 "WALKING" "TimeDomain.BodyAccelerationJerk-std()-X" -0.3284529
26 1 "WALKING" "TimeDomain.BodyAccelerationJerk-std()-Y" -0.2618636
26 1 "WALKING" "TimeDomain.BodyAccelerationJerk-std()-Z" -0.3974835
26 1 "WALKING" "TimeDomain.BodyAccelerationJerkMagnitude-mean()" -0.290758
26 1 "WALKING" "TimeDomain.BodyAccelerationJerkMagnitude-std()" -0.2793508
26 1 "WALKING" "TimeDomain.BodyAccelerationMagnitude-mean()" -0.2233992
26 1 "WALKING" "TimeDomain.BodyAccelerationMagnitude-std()" -0.4218483
26 1 "WALKING" "TimeDomain.BodyAngularAcceleration-mean()-X" -0.09941146
26 1 "WALKING" "TimeDomain.BodyAngularAcceleration-mean()-Y" -0.04565383
26 1 "WALKING" "TimeDomain.BodyAngularAcceleration-mean()-Z" -0.04922405
26 1 "WALKING" "TimeDomain.BodyAngularAcceleration-std()-X" -0.4174386
26 1 "WALKING" "TimeDomain.BodyAngularAcceleration-std()-Y" -0.5870001
26 1 "WALKING" "TimeDomain.BodyAngularAcceleration-std()-Z" -0.485543
26 1 "WALKING" "TimeDomain.BodyAngularAccelerationMagnitude-mean()" -0.5123988
26 1 "WALKING" "TimeDomain.BodyAngularAccelerationMagnitude-std()" -0.6034687
26 1 "WALKING" "TimeDomain.BodyAngularSpeed-mean()-X" -0.003340859
26 1 "WALKING" "TimeDomain.BodyAngularSpeed-mean()-Y" -0.08415077
26 1 "WALKING" "TimeDomain.BodyAngularSpeed-mean()-Z" 0.08510692
26 1 "WALKING" "TimeDomain.BodyAngularSpeed-std()-X" -0.4928857
26 1 "WALKING" "TimeDomain.BodyAngularSpeed-std()-Y" -0.5757354
26 1 "WALKING" "TimeDomain.BodyAngularSpeed-std()-Z" -0.3545491
26 1 "WALKING" "TimeDomain.BodyAngularSpeedMagnitude-mean()" -0.392092
26 1 "WALKING" "TimeDomain.BodyAngularSpeedMagnitude-std()" -0.5383293
26 1 "WALKING" "TimeDomain.GravityAcceleration-mean()-X" 0.9606478
26 1 "WALKING" "TimeDomain.GravityAcceleration-mean()-Y" -0.1339222
26 1 "WALKING" "TimeDomain.GravityAcceleration-mean()-Z" 0.1087387
26 1 "WALKING" "TimeDomain.GravityAcceleration-std()-X" -0.9800557
26 1 "WALKING" "TimeDomain.GravityAcceleration-std()-Y" -0.9690403
26 1 "WALKING" "TimeDomain.GravityAcceleration-std()-Z" -0.9662316
26 1 "WALKING" "TimeDomain.GravityAccelerationMagnitude-mean()" -0.2233992
26 1 "WALKING" "TimeDomain.GravityAccelerationMagnitude-std()" -0.4218483
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-mean()-X" -0.2428208
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-mean()-Y" -0.1855283
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-mean()-Z" -0.4995028
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-std()-X" -0.1428438
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-std()-Y" -0.04394731
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAcceleration-std()-Z" -0.4009023
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-mean()-X" -0.3045406
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-mean()-Y" -0.4193447
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-mean()-Z" -0.6397413
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-std()-X" -0.3420754
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-std()-Y" -0.4200558
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationJerk-std()-Z" -0.7157269
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationMagnitude-mean()" -0.1675664
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAccelerationMagnitude-std()" -0.2742262
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-mean()-X" -0.4276866
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-mean()-Y" -0.6171125
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-mean()-Z" -0.3427039
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-std()-X" -0.5908123
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-std()-Y" -0.5982366
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyAngularSpeed-std()-Z" -0.3620522
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-mean()" -0.2949705
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-std()" -0.3937154
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-mean()" -0.6735807
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-std()" -0.6698463
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-mean()" -0.5560848
26 2 "WALKING UPSTAIRS" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-std()" -0.569632
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-mean()-X" 0.2726914
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-mean()-Y" -0.02816338
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-mean()-Z" -0.1219435
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-std()-X" -0.169007
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-std()-Y" -0.04917263
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAcceleration-std()-Z" -0.4045969
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-mean()-X" 0.07556453
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-mean()-Y" 0.002091717
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-mean()-Z" -0.01170893
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-std()-X" -0.29088
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-std()-Y" -0.3997715
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerk-std()-Z" -0.6779956
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerkMagnitude-mean()" -0.4044639
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationJerkMagnitude-std()" -0.3345313
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationMagnitude-mean()" -0.1428745
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAccelerationMagnitude-std()" -0.1507071
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-mean()-X" -0.09755902
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-mean()-Y" -0.03862441
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-mean()-Z" -0.05955584
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-std()-X" -0.5158294
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-std()-Y" -0.7252103
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAcceleration-std()-Z" -0.5563902
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAccelerationMagnitude-mean()" -0.6480999
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularAccelerationMagnitude-std()" -0.6618297
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularSpeed-mean()-X" -0.02479508
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularSpeed-mean()-Y" -0.06576018
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularSpeed-mean()-Z" 0.0721459
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularSpeed-std()-X" -0.5502744
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularSpeed-std()-Y" -0.6030971
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularSpeed-std()-Z" -0.3090881
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularSpeedMagnitude-mean()" -0.344427
26 2 "WALKING UPSTAIRS" "TimeDomain.BodyAngularSpeedMagnitude-std()" -0.5140324
26 2 "WALKING UPSTAIRS" "TimeDomain.GravityAcceleration-mean()-X" 0.9420953
26 2 "WALKING UPSTAIRS" "TimeDomain.GravityAcceleration-mean()-Y" -0.2461697
26 2 "WALKING UPSTAIRS" "TimeDomain.GravityAcceleration-mean()-Z" -0.001993106
26 2 "WALKING UPSTAIRS" "TimeDomain.GravityAcceleration-std()-X" -0.9620114
26 2 "WALKING UPSTAIRS" "TimeDomain.GravityAcceleration-std()-Y" -0.9378582
26 2 "WALKING UPSTAIRS" "TimeDomain.GravityAcceleration-std()-Z" -0.9296368
26 2 "WALKING UPSTAIRS" "TimeDomain.GravityAccelerationMagnitude-mean()" -0.1428745
26 2 "WALKING UPSTAIRS" "TimeDomain.GravityAccelerationMagnitude-std()" -0.1507071
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAcceleration-mean()-X" 0.0228001
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAcceleration-mean()-Y" -0.006237
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAcceleration-mean()-Z" -0.2796401
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAcceleration-std()-X" 0.2267838
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAcceleration-std()-Y" -0.07828378
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAcceleration-std()-Z" -0.3466485
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAccelerationJerk-mean()-X" -0.2013681
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAccelerationJerk-mean()-Y" -0.1655524
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAccelerationJerk-mean()-Z" -0.3601146
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAccelerationJerk-std()-X" -0.1308259
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAccelerationJerk-std()-Y" -0.06153707
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAccelerationJerk-std()-Z" -0.3967017
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAccelerationMagnitude-mean()" 0.07510168
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAccelerationMagnitude-std()" 0.005749437
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAngularSpeed-mean()-X" -0.1259182
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAngularSpeed-mean()-Y" -0.4431262
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAngularSpeed-mean()-Z" -0.2213888
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAngularSpeed-std()-X" -0.3981999
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAngularSpeed-std()-Y" -0.4975063
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyAngularSpeed-std()-Z" -0.4344822
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-mean()" -0.153172
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-std()" -0.06794108
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-mean()" -0.4722008
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyBodyAngularAccelerationMagnitude-std()" -0.4894974
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-mean()" -0.3345099
26 3 "WALKING DOWNSTAIRS" "FrequencyDomain.BodyBodyAngularSpeedMagnitude-std()" -0.3929907
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAcceleration-mean()-X" 0.2792846
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAcceleration-mean()-Y" -0.01262581
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAcceleration-mean()-Z" -0.1064396
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAcceleration-std()-X" 0.1739538
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAcceleration-std()-Y" -0.01162991
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAcceleration-std()-Z" -0.2848077
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationJerk-mean()-X" 0.1114708
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationJerk-mean()-Y" -0.007131602
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationJerk-mean()-Z" -0.01189114
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationJerk-std()-X" -0.1281116
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationJerk-std()-Y" -0.0864049
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationJerk-std()-Z" -0.379336
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationJerkMagnitude-mean()" -0.1488563
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationJerkMagnitude-std()" -0.111304
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationMagnitude-mean()" 0.1143794
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAccelerationMagnitude-std()" 0.1470017
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularAcceleration-mean()-X" -0.09924653
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularAcceleration-mean()-Y" -0.03726811
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularAcceleration-mean()-Z" -0.05105874
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularAcceleration-std()-X" -0.1708427
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularAcceleration-std()-Y" -0.5471984
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularAcceleration-std()-Z" -0.3589516
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularAccelerationMagnitude-mean()" -0.4187798
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularAccelerationMagnitude-std()" -0.4631408
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularSpeed-mean()-X" -0.01075221
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularSpeed-mean()-Y" -0.1003822
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularSpeed-mean()-Z" 0.0822214
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularSpeed-std()-X" -0.3313129
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularSpeed-std()-Y" -0.4734081
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularSpeed-std()-Z" -0.3320502
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularSpeedMagnitude-mean()" -0.2353146
26 3 "WALKING DOWNSTAIRS" "TimeDomain.BodyAngularSpeedMagnitude-std()" -0.2961583
26 3 "WALKING DOWNSTAIRS" "TimeDomain.GravityAcceleration-mean()-X" 0.9467973
26 3 "WALKING DOWNSTAIRS" "TimeDomain.GravityAcceleration-mean()-Y" -0.07990037
26 3 "WALKING DOWNSTAIRS" "TimeDomain.GravityAcceleration-mean()-Z" 0.1539063
26 3 "WALKING DOWNSTAIRS" "TimeDomain.GravityAcceleration-std()-X" -0.962722
26 3 "WALKING DOWNSTAIRS" "TimeDomain.GravityAcceleration-std()-Y" -0.9354259
26 3 "WALKING DOWNSTAIRS" "TimeDomain.GravityAcceleration-std()-Z" -0.9330818
26 3 "WALKING DOWNSTAIRS" "TimeDomain.GravityAccelerationMagnitude-mean()" 0.1143794
26 3 "WALKING DOWNSTAIRS" "TimeDomain.GravityAccelerationMagnitude-std()" 0.1470017
26 4 "SITTING" "FrequencyDomain.BodyAcceleration-mean()-X" -0.9825795
26 4 "SITTING" "FrequencyDomain.BodyAcceleration-mean()-Y" -0.9542994
26 4 "SITTING" "FrequencyDomain.BodyAcceleration-mean()-Z" -0.9675191
26 4 "SITTING" "FrequencyDomain.BodyAcceleration-std()-X" -0.9787552
26 4 "SITTING" "FrequencyDomain.BodyAcceleration-std()-Y" -0.9377835
26 4 "SITTING" "FrequencyDomain.BodyAcceleration-std()-Z" -0.9447813
26 4 "SITTING" "FrequencyDomain.BodyAccelerationJerk-mean()-X" -0.9920254
26 4 "SITTING" "FrequencyDomain.BodyAccelerationJerk-mean()-Y" -0.9858629
26 4 "SITTING" "FrequencyDomain.BodyAccelerationJerk-mean()-Z" -0.98799
26 4 "SITTING" "FrequencyDomain.BodyAccelerationJerk-std()-X" -0.9932999
26 4 "SITTING" "FrequencyDomain.BodyAccelerationJerk-std()-Y" -0.9877546
26 4 "SITTING" "FrequencyDomain.BodyAccelerationJerk-std()-Z" -0.9906931
26 4 "SITTING" "FrequencyDomain.BodyAccelerationMagnitude-mean()" -0.952411
26 4 "SITTING" "FrequencyDomain.BodyAccelerationMagnitude-std()" -0.9345877
26 4 "SITTING" "FrequencyDomain.BodyAngularSpeed-mean()-X" -0.9901449
26 4 "SITTING" "FrequencyDomain.BodyAngularSpeed-mean()-Y" -0.9817408
26 4 "SITTING" "FrequencyDomain.BodyAngularSpeed-mean()-Z" -0.9704237
26 4 "SITTING" "FrequencyDomain.BodyAngularSpeed-std()-X" -0.9913184
26 4 "SITTING" "FrequencyDomain.BodyAngularSpeed-std()-Y" -0.9694882
26 4 "SITTING" "FrequencyDomain.BodyAngularSpeed-std()-Z" -0.9682667
26 4 "SITTING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-mean()" -0.9894819
26 4 "SITTING" "FrequencyDomain.BodyBodyAccelerationJerkMagnitude-std()" -0.9895213
